CustomerKey,ProductKey,OrderQuantity,OrderDate,PromotionKey,UnitPrice,TaxAmt,Total Sales,SalesTerritoryKey
15054,313,1,12/8/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
15661,312,1,12/8/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
15662,314,1,12/8/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
20621,312,1,12/8/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
20817,313,1,12/8/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
12007,345,2,12/9/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",9
12250,344,2,12/9/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",9
12772,312,2,12/9/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",1
12777,312,2,12/9/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",1
20984,312,2,12/9/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
12014,346,4,12/10/2015 0:00,1,$850.00 ,$272.00 ,"$3,672 ",9
12446,314,4,12/10/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",4
12709,310,4,12/10/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",4
15669,314,4,12/10/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",10
20626,313,4,12/10/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
20812,310,4,12/10/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
25947,324,4,12/10/2015 0:00,1,$174.77 ,$55.93 ,$755 ,9
26112,349,4,12/10/2015 0:00,1,$843.75 ,$270.00 ,"$3,645 ",1
12013,345,1,12/11/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
12190,313,1,12/11/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12438,312,1,12/11/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12771,310,1,12/11/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
20821,311,1,12/11/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
11423,348,1,12/12/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",8
12180,314,1,12/12/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12248,344,1,12/12/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
12885,310,1,12/12/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12898,311,1,12/12/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12915,311,1,12/12/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
14915,322,1,12/12/2015 0:00,1,$699.10 ,$55.93 ,$755 ,1
14969,311,1,12/12/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
14979,310,1,12/12/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
19033,332,1,12/12/2015 0:00,1,$699.10 ,$55.93 ,$755 ,7
24431,311,1,12/12/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
25944,342,1,12/12/2015 0:00,1,$699.10 ,$55.93 ,$755 ,9
12009,346,1,12/13/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
20575,322,1,12/13/2015 0:00,1,$699.10 ,$55.93 ,$755 ,10
25939,326,1,12/13/2015 0:00,1,$699.10 ,$55.93 ,$755 ,9
26110,350,1,12/13/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",1
12245,346,1,12/14/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
12768,310,1,12/14/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
20623,313,1,12/14/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
26114,347,1,12/14/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",4
12437,312,1,12/15/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12755,313,1,12/15/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12883,312,1,12/15/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
14913,338,1,12/15/2015 0:00,1,$699.10 ,$55.93 ,$755 ,4
19901,332,1,12/15/2015 0:00,1,$699.10 ,$55.93 ,$755 ,8
20628,312,1,12/15/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
12189,313,2,12/16/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",4
24666,313,2,12/16/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",6
12198,312,4,12/17/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",1
15023,328,4,12/17/2015 0:00,1,$174.77 ,$55.93 ,$755 ,1
20627,312,4,12/17/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
20983,313,4,12/17/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
20989,311,4,12/17/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
24759,314,4,12/17/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",6
12179,310,1,12/18/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12208,314,1,12/18/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12241,347,1,12/18/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
12242,349,1,12/18/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
12764,310,1,12/18/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12881,313,1,12/18/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
13558,310,1,12/18/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",7
15005,342,1,12/18/2015 0:00,1,$699.10 ,$55.93 ,$755 ,4
19051,328,1,12/18/2015 0:00,1,$699.10 ,$55.93 ,$755 ,7
19518,328,1,12/18/2015 0:00,1,$699.10 ,$55.93 ,$755 ,8
25941,320,1,12/18/2015 0:00,1,$699.10 ,$55.93 ,$755 ,9
12209,311,1,12/19/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12886,310,1,12/19/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
15660,310,1,12/19/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
19028,342,1,12/19/2015 0:00,1,$699.10 ,$55.93 ,$755 ,7
19904,340,1,12/19/2015 0:00,1,$699.10 ,$55.93 ,$755 ,8
20624,313,1,12/19/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
20814,314,1,12/19/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
24386,311,1,12/19/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
24392,313,1,12/19/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
24418,313,1,12/19/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
24491,312,1,12/19/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
26116,351,1,12/19/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",1
28504,349,1,12/19/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",7
12253,347,1,12/20/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",9
12756,313,1,12/20/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12770,310,1,12/20/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12882,312,1,12/20/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
20816,314,1,12/20/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
25940,334,1,12/20/2015 0:00,1,$699.10 ,$55.93 ,$755 ,9
26111,351,1,12/20/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",4
12423,310,1,12/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12784,314,1,12/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
13556,311,1,12/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",7
15063,311,1,12/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
19041,338,1,12/21/2015 0:00,1,$699.10 ,$55.93 ,$755 ,7
20620,312,1,12/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
20815,310,1,12/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
24671,313,1,12/21/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
26106,348,1,12/21/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",4
11427,344,1,12/22/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",8
12200,314,1,12/22/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12774,310,1,12/22/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
20617,310,1,12/22/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
20822,314,1,12/22/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
11431,347,2,12/23/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",8
11549,345,2,12/23/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",10
12010,351,2,12/23/2015 0:00,1,"$1,687.50 ",$270.00 ,"$3,645 ",9
12418,310,2,12/23/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",1
12452,313,2,12/23/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",1
12766,311,2,12/23/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",1
12780,310,2,12/23/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",1
12917,313,2,12/23/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",1
14914,330,2,12/23/2015 0:00,1,$349.55 ,$55.93 ,$755 ,4
15017,328,2,12/23/2015 0:00,1,$349.55 ,$55.93 ,$755 ,4
20985,312,2,12/23/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
20990,313,2,12/23/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
24646,310,2,12/23/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",6
25948,326,2,12/23/2015 0:00,1,$349.55 ,$55.93 ,$755 ,9
26097,350,2,12/23/2015 0:00,1,"$1,687.50 ",$270.00 ,"$3,645 ",4
12184,314,4,12/24/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",1
12762,310,4,12/24/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",4
12904,310,4,12/24/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",4
14978,311,4,12/24/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",8
20625,312,4,12/24/2015 0:00,1,$894.57 ,$286.26 ,"$3,865 ",9
25945,320,4,12/24/2015 0:00,1,$174.77 ,$55.93 ,$755 ,9
26096,344,4,12/24/2015 0:00,1,$850.00 ,$272.00 ,"$3,672 ",4
11494,347,1,12/25/2015 0:00,1,"$3,399.99 ",$272.00 ,"$3,672 ",10
12707,313,1,12/25/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12761,312,1,12/25/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12769,311,1,12/25/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12789,311,1,12/25/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12243,348,1,12/26/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
12338,351,1,12/26/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
12450,312,1,12/26/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
13536,313,1,12/26/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",7
13552,314,1,12/26/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",7
13555,314,1,12/26/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",7
15668,313,1,12/26/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
12178,314,1,12/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12186,311,1,12/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12187,310,1,12/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12188,314,1,12/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",4
12207,314,1,12/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12252,348,1,12/27/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
12913,311,1,12/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
20622,310,1,12/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
24757,310,1,12/27/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
12364,313,1,12/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12448,314,1,12/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
15050,314,1,12/28/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",8
20035,351,1,12/28/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",6
25946,326,1,12/28/2015 0:00,1,$699.10 ,$55.93 ,$755 ,9
12037,349,1,12/29/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
12039,348,1,12/29/2015 0:00,1,"$3,374.99 ",$270.00 ,"$3,645 ",9
12773,310,1,12/29/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
12912,314,1,12/29/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",1
15691,312,1,12/29/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",10
20818,314,1,12/29/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",9
24501,312,1,12/29/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
24664,313,1,12/29/2015 0:00,1,"$3,578.27 ",$286.26 ,"$3,865 ",6
12206,310,2,12/30/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",4
12240,345,2,12/30/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",9
15080,311,2,12/30/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",8
19027,334,2,12/30/2015 0:00,1,$349.55 ,$55.93 ,$755 ,7
20823,312,2,12/30/2015 0:00,1,"$1,789.14 ",$286.26 ,"$3,865 ",9
26098,345,2,12/30/2015 0:00,1,"$1,700.00 ",$272.00 ,"$3,672 ",4
12349,362,4,1/1/2016 0:00,1,$512.27 ,$163.93 ,"$2,213 ",9
12355,358,4,1/1/2016 0:00,1,$512.27 ,$163.93 ,"$2,213 ",9
12571,354,4,1/1/2016 0:00,1,$517.85 ,$165.71 ,"$2,237 ",9
13062,373,4,1/1/2016 0:00,1,$545.39 ,$174.53 ,"$2,356 ",1
15460,371,4,1/1/2016 0:00,1,$545.39 ,$174.53 ,"$2,356 ",8
18047,385,4,1/1/2016 0:00,1,$250.11 ,$80.04 ,"$1,080 ",8
19930,331,4,1/1/2016 0:00,1,$195.75 ,$62.64 ,$846 ,8
21193,371,4,1/1/2016 0:00,1,$545.39 ,$174.53 ,"$2,356 ",9
12947,377,1,1/2/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
18125,381,1,1/2/2016 0:00,1,"$1,000.44 ",$80.04 ,"$1,080 ",8
20577,325,1,1/2/2016 0:00,1,$782.99 ,$62.64 ,$846 ,10
12929,369,1,1/3/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",1
13032,369,1,1/3/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",4
13039,368,1,1/3/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",4
13142,368,1,1/3/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",4
13208,369,1,1/3/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",4
13210,373,1,1/3/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
13220,373,1,1/3/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
15457,379,1,1/3/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",8
20208,358,1,1/3/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",6
21166,370,1,1/3/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",9
21173,371,1,1/3/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",9
21206,377,1,1/3/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",9
25961,329,1,1/3/2016 0:00,1,$782.99 ,$62.64 ,$846 ,9
13059,370,1,1/4/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",4
13085,370,1,1/4/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",1
15114,375,1,1/4/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",8
15116,369,1,1/4/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",8
15199,337,1,1/4/2016 0:00,1,$782.99 ,$62.64 ,$846 ,4
16942,381,1,1/4/2016 0:00,1,"$1,000.44 ",$80.04 ,"$1,080 ",7
20186,352,1,1/4/2016 0:00,1,"$2,071.42 ",$165.71 ,"$2,237 ",6
20576,337,1,1/4/2016 0:00,1,$782.99 ,$62.64 ,$846 ,10
21200,377,1,1/4/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",9
11484,356,1,1/5/2016 0:00,1,"$2,071.42 ",$165.71 ,"$2,237 ",8
12570,360,1,1/5/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",9
13093,368,1,1/5/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",1
13592,369,1,1/5/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",7
13779,373,1,1/5/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",7
19172,387,1,1/5/2016 0:00,1,"$1,000.44 ",$80.04 ,"$1,080 ",10
24778,371,1,1/5/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",6
24976,375,1,1/5/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",6
25046,375,1,1/5/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",6
25048,368,1,1/5/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",6
11604,362,1,1/6/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",10
12354,358,1,1/6/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",9
12918,368,1,1/6/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",4
13667,371,1,1/6/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",7
16046,370,1,1/6/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",10
17095,385,1,1/6/2016 0:00,1,"$1,000.44 ",$80.04 ,"$1,080 ",7
20999,373,1,1/6/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",9
21002,370,1,1/6/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",9
21191,369,1,1/6/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",9
26019,321,1,1/6/2016 0:00,1,$782.99 ,$62.64 ,$846 ,9
28663,368,1,1/6/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",6
12341,360,2,1/7/2016 0:00,1,"$1,024.55 ",$163.93 ,"$2,213 ",9
12346,354,2,1/7/2016 0:00,1,"$1,035.71 ",$165.71 ,"$2,237 ",9
12576,362,2,1/7/2016 0:00,1,"$1,024.55 ",$163.93 ,"$2,213 ",9
13060,375,2,1/7/2016 0:00,1,"$1,090.78 ",$174.53 ,"$2,356 ",4
13226,371,2,1/7/2016 0:00,1,"$1,090.78 ",$174.53 ,"$2,356 ",1
13992,385,2,1/7/2016 0:00,1,$500.22 ,$80.04 ,"$1,080 ",4
15100,379,2,1/7/2016 0:00,1,"$1,090.78 ",$174.53 ,"$2,356 ",8
15101,371,2,1/7/2016 0:00,1,"$1,090.78 ",$174.53 ,"$2,356 ",8
24781,375,2,1/7/2016 0:00,1,"$1,090.78 ",$174.53 ,"$2,356 ",6
12980,379,4,1/8/2016 0:00,1,$545.39 ,$174.53 ,"$2,356 ",1
15699,373,4,1/8/2016 0:00,1,$545.39 ,$174.53 ,"$2,356 ",10
20206,358,4,1/8/2016 0:00,1,$512.27 ,$163.93 ,"$2,213 ",6
21183,373,4,1/8/2016 0:00,1,$545.39 ,$174.53 ,"$2,356 ",9
21199,370,4,1/8/2016 0:00,1,$610.84 ,$195.47 ,"$2,639 ",9
28766,370,4,1/8/2016 0:00,1,$610.84 ,$195.47 ,"$2,639 ",6
12350,354,1,1/9/2016 0:00,1,"$2,071.42 ",$165.71 ,"$2,237 ",9
13056,369,1,1/9/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",1
13057,368,1,1/9/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",4
26127,360,1,1/9/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",1
26252,360,1,1/9/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",4
12934,377,1,1/10/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
13993,383,1,1/10/2016 0:00,1,"$1,000.44 ",$80.04 ,"$1,080 ",4
16054,377,1,1/10/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",10
19931,343,1,1/10/2016 0:00,1,$782.99 ,$62.64 ,$846 ,8
21215,379,1,1/10/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",9
25958,321,1,1/10/2016 0:00,1,$782.99 ,$62.64 ,$846 ,9
26023,343,1,1/10/2016 0:00,1,$782.99 ,$62.64 ,$846 ,9
12573,362,1,1/11/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",9
13063,368,1,1/11/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",1
13202,375,1,1/11/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
13986,387,1,1/11/2016 0:00,1,"$1,000.44 ",$80.04 ,"$1,080 ",4
15191,333,1,1/11/2016 0:00,1,$782.99 ,$62.64 ,$846 ,4
16033,373,1,1/11/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",10
18130,387,1,1/11/2016 0:00,1,"$1,000.44 ",$80.04 ,"$1,080 ",8
19924,325,1,1/11/2016 0:00,1,$782.99 ,$62.64 ,$846 ,8
21216,369,1,1/11/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",9
26020,339,1,1/11/2016 0:00,1,$782.99 ,$62.64 ,$846 ,9
26174,354,1,1/11/2016 0:00,1,"$2,071.42 ",$165.71 ,"$2,237 ",1
26238,360,1,1/11/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",4
12356,360,1,1/12/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",9
13068,377,1,1/12/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
13161,375,1,1/12/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",1
13173,371,1,1/12/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",1
13225,375,1,1/12/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
15357,370,1,1/12/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",8
15702,377,1,1/12/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",10
26249,352,1,1/12/2016 0:00,1,"$2,071.42 ",$165.71 ,"$2,237 ",1
11568,356,1,1/13/2016 0:00,1,"$2,071.42 ",$165.71 ,"$2,237 ",10
11610,352,1,1/13/2016 0:00,1,"$2,071.42 ",$165.71 ,"$2,237 ",10
12342,358,1,1/13/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",9
12942,379,1,1/13/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
12949,379,1,1/13/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",1
12975,371,1,1/13/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
13178,375,1,1/13/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",1
13190,373,1,1/13/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
15195,333,1,1/13/2016 0:00,1,$782.99 ,$62.64 ,$846 ,4
15929,377,1,1/13/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",10
19069,337,1,1/13/2016 0:00,1,$782.99 ,$62.64 ,$846 ,7
26201,354,1,1/13/2016 0:00,1,"$2,071.42 ",$165.71 ,"$2,237 ",4
12930,379,2,1/14/2016 0:00,1,"$1,090.78 ",$174.53 ,"$2,356 ",1
13016,369,2,1/14/2016 0:00,1,"$1,221.68 ",$195.47 ,"$2,639 ",1
13083,373,2,1/14/2016 0:00,1,"$1,090.78 ",$174.53 ,"$2,356 ",1
13214,375,2,1/14/2016 0:00,1,"$1,090.78 ",$174.53 ,"$2,356 ",1
21197,371,2,1/14/2016 0:00,1,"$1,090.78 ",$174.53 ,"$2,356 ",9
21201,368,2,1/14/2016 0:00,1,"$1,221.68 ",$195.47 ,"$2,639 ",9
24977,373,2,1/14/2016 0:00,1,"$1,090.78 ",$174.53 ,"$2,356 ",6
26234,362,2,1/14/2016 0:00,1,"$1,024.55 ",$163.93 ,"$2,213 ",4
26247,360,2,1/14/2016 0:00,1,"$1,024.55 ",$163.93 ,"$2,213 ",4
28506,358,2,1/14/2016 0:00,1,"$1,024.55 ",$163.93 ,"$2,213 ",7
13019,370,4,1/15/2016 0:00,1,$610.84 ,$195.47 ,"$2,639 ",4
13662,371,4,1/15/2016 0:00,1,$545.39 ,$174.53 ,"$2,356 ",7
15188,337,4,1/15/2016 0:00,1,$195.75 ,$62.64 ,$846 ,1
25094,368,4,1/15/2016 0:00,1,$610.84 ,$195.47 ,"$2,639 ",6
12339,354,1,1/16/2016 0:00,1,"$2,071.42 ",$165.71 ,"$2,237 ",9
12347,360,1,1/16/2016 0:00,1,"$2,049.10 ",$163.93 ,"$2,213 ",9
13055,373,1,1/16/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",1
13595,379,1,1/16/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",7
19052,323,1,1/16/2016 0:00,1,$782.99 ,$62.64 ,$846 ,7
21195,370,1,1/16/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",9
12941,369,1,1/17/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",1
13069,371,1,1/17/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",1
13152,379,1,1/17/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
13165,371,1,1/17/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",4
13230,370,1,1/17/2016 0:00,1,"$2,443.35 ",$195.47 ,"$2,639 ",1
13766,371,1,1/17/2016 0:00,1,"$2,181.56 ",$174.53 ,"$2,356 ",7
